produto_1,id_1,produto_2,id_2,similaridade
Piloto Automático Furuno Core Boost Flux,26,Motor de Popa Volvo Magnum 276HP,94,0.7808688094430303
Piloto Automático Furuno Core Boost Flux,26,Cabo de Nylon Bruce Flux Hydro,136,0.7808688094430303
Piloto Automático Furuno Core Boost Flux,26,Boia de Arqueamento Danforth Aero Dash,111,0.7808688094430303
Rádio AIS Oceanic Pulse,17,Motor de Popa Honda Torque 228HP,74,0.7808688094430303
Rádio Lowrance Nitro Thrust Barracuda,25,Cabo de Nylon Bruce Flux Hydro,136,0.7808688094430303
Piloto Automático Furuno Core Boost Flux,26,Boia de Arqueamento Bruce Tidal Marlin,107,0.7808688094430303
GPS AIS Drift Flux Vox,12,Rádio Lowrance Nitro Thrust Barracuda,25,0.7808688094430303
Motor Diesel Parsun Velocity Abyss Orca 235HP,98,Corrente Delta Boost,129,0.7808688094430303
Piloto Automático Furuno Core Boost Flux,26,Motor de Popa Tohatsu Ion Core Nautic 53HP,58,0.7808688094430303
Sonda AIS Magnum Boost,46,Motor de Popa Honda Torque 228HP,74,0.7808688094430303
Rádio Lowrance Nitro Thrust Barracuda,25,Motor de Popa Torqeedo Ultra Impulse 292HP,69,0.7808688094430303
Piloto Automático Furuno Core Boost Flux,26,Sonda AIS Magnum Boost,46,0.7808688094430303
Transponder Furuno Force Ion,22,Motor Diesel Parsun Velocity Abyss Orca 235HP,98,0.7808688094430303
Rádio Lowrance Nitro Thrust Barracuda,25,Motor de Popa Volvo Magnum 276HP,94,0.7808688094430303
Piloto Automático Furuno Torque Peak,23,Motor de Popa Honda Torque 228HP,74,0.7808688094430303
GPS AIS Nautic Thrust,21,Piloto Automático Furuno Core Boost Flux,26,0.7808688094430303
Transponder AIS Titan Pulse,9,Rádio Lowrance Nitro Thrust Barracuda,25,0.7808688094430303
Motor de Popa Honda Torque 228HP,74,Motor Diesel Tohatsu Zenith 60HP,79,0.7808688094430303
Piloto Automático Furuno Core Boost Flux,26,GPS Furuno Vector,39,0.7808688094430303
GPS AIS Drift Flux Vox,12,Motor Diesel Parsun Velocity Abyss Orca 235HP,98,0.7808688094430303
Motor de Popa Honda Torque 228HP,74,Motor Elétrico Torqeedo Barracuda Magnum Helix 101HP,81,0.7808688094430303
Motor de Popa Volvo Magnum 276HP,94,Motor Diesel Parsun Velocity Abyss Orca 235HP,98,0.7808688094430303
Piloto Automático Furuno Core Boost Flux,26,Transponder AIS Boost,30,0.7808688094430303
Motor Diesel Honda Prime 84HP,61,Cabo de Nylon Danforth Orca Aero,123,0.7804925426732852
Motor Diesel Honda Prime 84HP,61,Âncora Danforth Oceanic Helix Flux,121,0.7804925426732852
Cabo de Nylon Danforth Prime,105,Boia de Arqueamento Delta Force Vox,118,0.7804925426732852
GPS Simrad Zen Hydra Peak,44,Motor de Popa Honda Velocity Drift 258HP,60,0.7804925426732852
Cabo de Nylon Danforth Orca Aero,123,Boia de Arqueamento Bruce Marlin Hydra,128,0.7804925426732852
Motor de Popa Honda Velocity Drift 258HP,60,Boia de Arqueamento Delta Force Vox,118,0.7804925426732852
Cabo de Nylon Danforth Prime,105,Boia de Arqueamento Bruce Marlin Hydra,128,0.7804925426732852
Sonda AIS Impulse Oceanic Zenith,32,Motor Elétrico Torqeedo Zen Titan Hydra 129HP,53,0.7803902927439635
GPS AIS Zen,8,Âncora Bruce Aqua,119,0.7798128673650551
Cabo de Nylon Danforth Evo Aqua Mako,109,Boia de Arqueamento Delta Peak Boost Thrust,138,0.7798128673650551
GPS AIS Zen,8,Transponder Garmin Drift Vortex Marlin,33,0.7798128673650551
GPS AIS Zen,8,Boia de Arqueamento Danforth Torque,139,0.7798128673650551
Boia de Arqueamento Delta Peak Boost Thrust,138,Âncora Danforth Vector Evo,142,0.7798128673650551
Motor de Popa Parsun Impulse 162HP,85,Cabo de Nylon Delta Force Magnum Leviathan,115,0.7798128673650551
Transponder AIS Helix Torque,34,Boia de Arqueamento Danforth Torque,139,0.7798128673650551
Motor de Popa Torqeedo Zenith Peak Thrust 212HP,84,Cabo de Nylon Delta Force Magnum Leviathan,115,0.7798128673650551
Cabo de Nylon Delta Velocity Oceanic Abyss,116,Boia de Arqueamento Delta Peak Boost Thrust,138,0.7798128673650551
Âncora Bruce Aqua,119,Âncora Danforth Vector Evo,142,0.7798128673650551
Sonda AIS Impulse Oceanic Zenith,32,Transponder Garmin Drift Vortex Marlin,33,0.7798128673650551
Corrente Delta Axis,124,Boia de Arqueamento Danforth Torque,139,0.7798128673650551
Piloto Automático AIS Core,28,Cabo de Nylon Bruce Core,149,0.7798128673650551
Motor de Popa Parsun Impulse 162HP,85,Boia de Arqueamento Delta Peak Boost Thrust,138,0.7798128673650551
Motor de Popa Torqeedo Zenith Peak Thrust 212HP,84,Boia de Arqueamento Delta Peak Boost Thrust,138,0.7798128673650551
GPS AIS Zen,8,Piloto Automático AIS Core,28,0.7798128673650551
Cabo de Nylon Delta Vortex,101,Boia de Arqueamento Delta Peak Boost Thrust,138,0.7798128673650551
Motor Elétrico Torqeedo Velocity Swift 74HP,56,Boia de Arqueamento Delta Peak Boost Thrust,138,0.7798128673650551
Motor Elétrico Torqeedo Velocity Swift 74HP,56,Motor de Popa Volvo Hydro Dash 256HP,72,0.7798128673650551
Motor de Popa Volvo Hydro Dash 256HP,72,Boia de Arqueamento Danforth Core Vortex,131,0.7798128673650551
Motor de Popa Volvo Hydro Dash 256HP,72,Âncora Danforth Impulse,137,0.7798128673650551
Motor de Popa Volvo Hydro Dash 256HP,72,Âncora Danforth Vector Evo,142,0.7798128673650551
GPS Garmin Vortex Maré Drift,27,Cabo de Nylon Delta Vortex,101,0.7798128673650551
Piloto Automático AIS Core,28,Cabo de Nylon Delta Velocity Core Mako,127,0.7798128673650551
Piloto Automático AIS Core,28,Motor Elétrico Yamaha Orca Storm Zenith 11HP,89,0.7798128673650551
Transponder Garmin Drift Vortex Marlin,33,Transponder AIS Helix Torque,34,0.7798128673650551
GPS Garmin Vortex Maré Drift,27,Cabo de Nylon Delta Velocity Oceanic Abyss,116,0.7798128673650551
Boia de Arqueamento Danforth Torque,139,Cabo de Nylon Bruce Core,149,0.7798128673650551
Sonda AIS Impulse Oceanic Zenith,32,Boia de Arqueamento Delta Peak Boost Thrust,138,0.7798128673650551
GPS Garmin Vortex Maré Drift,27,Corrente Delta Axis,124,0.7798128673650551
Transponder AIS Maré Magnum,1,Motor Elétrico Yamaha Orca Storm Zenith 11HP,89,0.7798128673650551
GPS Garmin Vortex Maré Drift,27,Boia de Arqueamento Danforth Core Vortex,131,0.7798128673650551
Boia de Arqueamento Danforth Core Vortex,131,Boia de Arqueamento Delta Peak Boost Thrust,138,0.7798128673650551
GPS Garmin Vortex Maré Drift,27,Âncora Danforth Impulse,137,0.7798128673650551
GPS Garmin Vortex Maré Drift,27,Âncora Danforth Vector Evo,142,0.7798128673650551
Cabo de Nylon Delta Force Magnum Leviathan,115,Cabo de Nylon Delta Velocity Core Mako,127,0.7798128673650551
Piloto Automático AIS Core,28,Sonda AIS Impulse Oceanic Zenith,32,0.7798128673650551
Motor Elétrico Yamaha Orca Storm Zenith 11HP,89,Cabo de Nylon Delta Force Magnum Leviathan,115,0.7798128673650551
Sonda AIS Impulse Oceanic Zenith,32,Cabo de Nylon Delta Force Magnum Leviathan,115,0.7798128673650551
Transponder AIS Maré Magnum,1,Motor Diesel Honda Aero 205HP,76,0.7798128673650551
Cabo de Nylon Delta Force Magnum Leviathan,115,Âncora Danforth Impulse,137,0.7798128673650551
Transponder AIS Maré Magnum,1,Motor de Popa Torqeedo Core Hydra Flux 162HP,73,0.7798128673650551
Cabo de Nylon Delta Force Magnum Leviathan,115,Âncora Danforth Vector Evo,142,0.7798128673650551
Piloto Automático AIS Core,28,Motor Diesel Yanmar Hydro Magnum Boost 267HP,59,0.7798128673650551
Transponder Garmin Drift Vortex Marlin,33,Motor Diesel Honda Aero 205HP,76,0.7798128673650551
Cabo de Nylon Delta Velocity Oceanic Abyss,116,Boia de Arqueamento Danforth Torque,139,0.7798128673650551
Transponder Garmin Drift Vortex Marlin,33,Boia de Arqueamento Danforth Core Vortex,131,0.7798128673650551
Motor de Popa Volvo Hydro Dash 256HP,72,Motor de Popa Torqeedo Zenith Peak Thrust 212HP,84,0.7798128673650551
Transponder Garmin Drift Vortex Marlin,33,Cabo de Nylon Bruce Core,149,0.7798128673650551
Motor de Popa Volvo Hydro Dash 256HP,72,Motor de Popa Torqeedo Core Hydra Flux 162HP,73,0.7798128673650551
Motor Diesel Yanmar Hydro Magnum Boost 267HP,59,Cabo de Nylon Delta Force Magnum Leviathan,115,0.7798128673650551
Transponder Garmin Drift Vortex Marlin,33,Cabo de Nylon Delta Vortex,101,0.7798128673650551
Motor Elétrico Torqeedo Velocity Swift 74HP,56,Cabo de Nylon Delta Force Magnum Leviathan,115,0.7798128673650551
Motor de Popa Volvo Hydro Dash 256HP,72,Motor Elétrico Yamaha Orca Storm Zenith 11HP,89,0.7798128673650551
Motor de Popa Volvo Hydro Dash 256HP,72,Motor de Popa Parsun Impulse 162HP,85,0.7798128673650551
Âncora Danforth Impulse,137,Boia de Arqueamento Danforth Torque,139,0.7798128673650551
GPS Garmin Vortex Maré Drift,27,Motor Diesel Yanmar Hydro Magnum Boost 267HP,59,0.7798128673650551
Cabo de Nylon Delta Velocity Core Mako,127,Boia de Arqueamento Danforth Torque,139,0.7798128673650551
Piloto Automático Simrad Poseidon Magnum,50,Boia de Arqueamento Delta Force Vox,118,0.7792865001991964
Motor Diesel Honda Zen Tidal Mako 26HP,52,Corrente Danforth Tidal,112,0.7792865001991964
Motor Diesel Tohatsu Vector 197HP,77,Boia de Arqueamento Delta Force Vox,118,0.7792865001991964
Rádio AIS Hydro Tidal Zen,4,Radar Garmin Tidal Thrust,15,0.7792865001991964
Radar Garmin Tidal Thrust,15,Corrente Danforth Tidal,112,0.7792865001991964
Rádio Simrad Orca,29,GPS Simrad Zen Hydra Peak,44,0.7792865001991964
Motor Diesel Yanmar Velocity 37HP,62,Boia de Arqueamento Bruce Marlin Hydra,128,0.7792865001991964
Boia de Arqueamento Delta Force Vox,118,Boia de Arqueamento Delta Zen Boost Vortex,130,0.7792865001991964
Boia de Arqueamento Bruce Marlin Hydra,128,Cabo de Nylon Danforth Titan Poseidon,135,0.7792865001991964
Radar Garmin Tidal Thrust,15,Motor Diesel Honda Prime 84HP,61,0.7792865001991964
GPS Furuno Magnum Drift,48,Boia de Arqueamento Bruce Marlin Hydra,128,0.7792865001991964
Piloto Automático Simrad Poseidon Magnum,50,Motor de Popa Torqeedo Nautic Swift 223HP,65,0.7792865001991964
GPS Furuno Magnum Drift,48,Boia de Arqueamento Delta Force Vox,118,0.7792865001991964
Motor Diesel Honda Zen Tidal Mako 26HP,52,Boia de Arqueamento Delta Force Vox,118,0.7792865001991964
Rádio Simrad Axis,18,GPS Simrad Zen Hydra Peak,44,0.7792865001991964
Transponder AIS Vector,6,Motor Diesel Honda Prime 84HP,61,0.7792865001991964
GPS Simrad Zen Hydra Peak,44,Piloto Automático Simrad Poseidon Magnum,50,0.7792865001991964
Motor Diesel Honda Prime 84HP,61,Boia de Arqueamento Delta Zen Boost Vortex,130,0.7792865001991964
GPS Simrad Zen Hydra Peak,44,Boia de Arqueamento Delta Zen Boost Vortex,130,0.7792865001991964
Motor Diesel Honda Prime 84HP,61,Boia de Arqueamento Bruce Nexus Abyss,141,0.7792865001991964
Rádio AIS Hydro Tidal Zen,4,Boia de Arqueamento Delta Zen Boost Vortex,130,0.7792865001991964
Motor Diesel Yanmar Velocity 37HP,62,Corrente Danforth Tidal,112,0.7792865001991964
Motor de Popa Torqeedo Nautic Swift 223HP,65,Cabo de Nylon Danforth Titan Poseidon,135,0.7792865001991964
Boia de Arqueamento Bruce Marlin Hydra,128,Boia de Arqueamento Delta Zen Boost Vortex,130,0.7792865001991964
Rádio Simrad Axis,18,Boia de Arqueamento Bruce Marlin Hydra,128,0.7792865001991964
GPS Simrad Zen Hydra Peak,44,Corrente Danforth Force Leviathan Impulse,147,0.7792865001991964
Motor de Popa Volvo Maré 69HP,80,Boia de Arqueamento Bruce Marlin Hydra,128,0.7792865001991964
Rádio AIS Hydro Tidal Zen,4,Boia de Arqueamento Bruce Barracuda,144,0.7792865001991964
Rádio Simrad Axis,18,Corrente Danforth Tidal,112,0.7792865001991964
Motor de Popa Volvo Maré 69HP,80,Motor Elétrico Tohatsu Zenith Oceanic 113HP,91,0.7789808377045198
Âncora Delta Mako Ultra,113,Boia de Arqueamento Delta Zen Boost Vortex,130,0.7789808377045198
Rádio Simrad Axis,18,Âncora Delta Mako Ultra,113,0.7789808377045198
Motor Diesel Tohatsu Vector 197HP,77,Corrente Bruce Current,110,0.7789808377045198
Boia de Arqueamento Bruce Dash Titan Pulse,140,Boia de Arqueamento Bruce Barracuda,144,0.7789808377045198
Radar Garmin Tidal Thrust,15,Corrente Bruce Nautic Evo,132,0.7789808377045198
Transponder Furuno Pulse Axis,31,Motor Diesel Volvo Helix Evo Force 144HP,86,0.7789808377045198
Transponder Furuno Pulse Axis,31,Rádio Simrad Tidal Aqua,47,0.7789808377045198
Piloto Automático Simrad Poseidon Magnum,50,Corrente Bruce Nautic Evo,132,0.7789808377045198
Âncora Delta Mako Ultra,113,Corrente Danforth Force Leviathan Impulse,147,0.7789808377045198
Âncora Delta Mako Ultra,113,Boia de Arqueamento Bruce Barracuda,144,0.7789808377045198
Transponder AIS Vector,6,Motor de Popa Honda Vector Kinetic 174HP,57,0.7789808377045198
GPS Furuno Magnum Drift,48,Motor Elétrico Tohatsu Zenith Oceanic 113HP,91,0.7789808377045198
Motor Diesel Yanmar Velocity 37HP,62,Corrente Bruce Current,110,0.7789808377045198
Radar Simrad Boost,13,Radar Garmin Tidal Thrust,15,0.7789808377045198
GPS Furuno Magnum Drift,48,Motor Diesel Volvo Helix Evo Force 144HP,86,0.7789808377045198
Radar Garmin Tidal Thrust,15,Motor de Popa Honda Vector Kinetic 174HP,57,0.7789808377045198
GPS Furuno Magnum Drift,48,Motor Elétrico Honda Mako Axis 131HP,78,0.7789808377045198
Radar Garmin Tidal Thrust,15,Sonda Furuno Swift,49,0.7789808377045198
GPS Furuno Magnum Drift,48,Motor Elétrico Yamaha Nautic Kraken 133HP,92,0.7789808377045198
Motor Diesel Honda Zen Tidal Mako 26HP,52,Cabo de Nylon Bruce Nexus,102,0.7789808377045198
Motor Elétrico Tohatsu Zenith Oceanic 113HP,91,Cabo de Nylon Danforth Titan Poseidon,135,0.7789808377045198
Motor Elétrico Tohatsu Zenith Oceanic 113HP,91,Boia de Arqueamento Bruce Barracuda,144,0.7789808377045198
Motor Elétrico Yamaha Nautic Kraken 133HP,92,Cabo de Nylon Danforth Titan Poseidon,135,0.7789808377045198
Rádio Simrad Tidal Aqua,47,Motor Diesel Yanmar Velocity 37HP,62,0.7789808377045198
Radar Simrad Boost,13,Boia de Arqueamento Bruce Nexus Abyss,141,0.7789808377045198
Radar Garmin Tidal Thrust,15,Motor Elétrico Honda Mako Axis 131HP,78,0.7789808377045198
Motor de Popa Honda Vector Kinetic 174HP,57,Motor de Popa Volvo Maré 69HP,80,0.7789808377045198
Sonda Furuno Swift,49,Boia de Arqueamento Delta Zen Boost Vortex,130,0.7789808377045198
GPS Furuno Magnum Drift,48,Âncora Delta Mako Ultra,113,0.7789808377045198
Sonda Furuno Swift,49,Boia de Arqueamento Bruce Barracuda,144,0.7789808377045198
Radar Garmin Tidal Thrust,15,Motor Elétrico Tohatsu Zenith Oceanic 113HP,91,0.7789808377045198
GPS Simrad Flow Pulse,41,Boia de Arqueamento Bruce Nexus Abyss,141,0.7789808377045198
GPS Simrad Flow Pulse,41,GPS Furuno Magnum Drift,48,0.7789808377045198
Radar Garmin Tidal Thrust,15,Motor Elétrico Yamaha Nautic Kraken 133HP,92,0.7789808377045198
Piloto Automático Simrad Poseidon Magnum,50,Motor de Popa Honda Vector Kinetic 174HP,57,0.7789808377045198
Cabo de Nylon Bruce Nexus,102,Cabo de Nylon Danforth Titan Poseidon,135,0.7789808377045198
Rádio Simrad Orca,29,Sonda Furuno Swift,49,0.7789808377045198
Radar Furuno Swift,35,Âncora Danforth Oceanic Helix Flux,121,0.7789621985578682
Radar Furuno Swift,35,Cabo de Nylon Danforth Prime,105,0.7789621985578682
Motor de Popa Volvo Magnum 276HP,94,Motor de Popa Tohatsu Evo 168HP,97,0.7782896421160248
Motor de Popa Tohatsu Evo 168HP,97,Corrente Delta Boost,129,0.7782896421160248
Motor de Popa Tohatsu Evo 168HP,97,Cabo de Nylon Danforth Kinetic,125,0.7782896421160248
Piloto Automático Furuno Torque Peak,23,Motor Diesel Tohatsu Kinetic Poseidon 113HP,88,0.7782896421160248
Sonda AIS Magnum Boost,46,Motor Diesel Honda Leviathan 133HP,95,0.7782896421160248
Âncora Delta Hydra Kraken Velocity,143,Cabo de Nylon Bruce Core,149,0.7780780201274199
Sonda Lowrance Tidal Storm Vox,19,Motor de Popa Parsun Impulse 162HP,85,0.7780780201274199
Boia de Arqueamento Danforth Core Vortex,131,Boia de Arqueamento Delta Nexus,145,0.7780780201274199
Transponder Furuno Marlin,2,Cabo de Nylon Delta Velocity Oceanic Abyss,116,0.7780780201274199
Cabo de Nylon Delta Velocity Oceanic Abyss,116,Âncora Delta Hydra Kraken Velocity,143,0.7780780201274199
Sonda Furuno Maré Tidal,40,Âncora Danforth Impulse,137,0.7780780201274199
Boia de Arqueamento Danforth Core Vortex,131,Âncora Delta Force Barracuda Mako,148,0.7780780201274199
Motor Diesel Yanmar Hydro Magnum Boost 267HP,59,Motor de Popa Yamaha Thrust Marlin Nexus 182HP,90,0.7780780201274199
Sonda Lowrance Tidal Storm Vox,19,Motor Diesel Honda Aero 205HP,76,0.7780780201274199
Transponder Furuno Marlin,2,Motor Diesel Honda Aero 205HP,76,0.7780780201274199
GPS Furuno Current,45,Cabo de Nylon Bruce Core,149,0.7780780201274199
Sonda Lowrance Tidal Storm Vox,19,Motor Diesel Yanmar Hydro Magnum Boost 267HP,59,0.7780780201274199
GPS Furuno Current,45,Cabo de Nylon Delta Velocity Core Mako,127,0.7780780201274199
Motor Diesel Volvo Flow Oceanic 259HP,55,Âncora Danforth Impulse,137,0.7780780201274199
Cabo de Nylon Delta Velocity Oceanic Abyss,116,Corrente Danforth Hydro,126,0.7780780201274199
GPS Furuno Current,45,Motor Elétrico Torqeedo Velocity Swift 74HP,56,0.7780780201274199
Sonda Furuno Maré Tidal,40,Cabo de Nylon Danforth Evo Aqua Mako,109,0.7780780201274199
Corrente Delta Axis,124,Âncora Bruce Core Pulse,133,0.7780780201274199
GPS Furuno Current,45,Motor de Popa Torqeedo Core Hydra Flux 162HP,73,0.7780780201274199
Motor Diesel Volvo Flow Oceanic 259HP,55,Cabo de Nylon Bruce Core,149,0.7780780201274199
Motor de Popa Yamaha Thrust Marlin Nexus 182HP,90,Âncora Danforth Impulse,137,0.7780780201274199
Piloto Automático Furuno Storm,5,Motor Elétrico Torqeedo Velocity Swift 74HP,56,0.7780780201274199
Motor Elétrico Yamaha Orca Storm Zenith 11HP,89,Âncora Delta Force Barracuda Mako,148,0.7780780201274199
Motor de Popa Yamaha Thrust Marlin Nexus 182HP,90,Cabo de Nylon Delta Velocity Oceanic Abyss,116,0.7780780201274199
Motor de Popa Yamaha Thrust Marlin Nexus 182HP,90,Corrente Delta Axis,124,0.7780780201274199
Rádio Furuno Zen Swift,14,Sonda AIS Impulse Oceanic Zenith,32,0.7780780201274199
Motor de Popa Yamaha Thrust Marlin Nexus 182HP,90,Boia de Arqueamento Danforth Core Vortex,131,0.7780780201274199
GPS AIS Zen,8,Motor de Popa Tohatsu Boost Swift 126HP,96,0.7780780201274199
Sonda Garmin Axis,16,Cabo de Nylon Delta Velocity Core Mako,127,0.7780780201274199
Motor de Popa Yamaha Thrust Marlin Nexus 182HP,90,Âncora Danforth Vector Evo,142,0.7780780201274199
Âncora Danforth Nitro Titan Vox,106,Âncora Danforth Impulse,137,0.7780780201274199
Âncora Danforth Nitro Titan Vox,106,Cabo de Nylon Danforth Evo Aqua Mako,109,0.7780780201274199
Motor de Popa Yamaha Thrust Marlin Nexus 182HP,90,Cabo de Nylon Bruce Core,149,0.7780780201274199
Sonda Garmin Axis,16,Boia de Arqueamento Danforth Core Vortex,131,0.7780780201274199
Motor de Popa Torqeedo Core Hydra Flux 162HP,73,Cabo de Nylon Danforth Magnum Vox,150,0.7780780201274199
Sonda Garmin Axis,16,Âncora Danforth Impulse,137,0.7780780201274199
Radar AIS Zen,7,Transponder AIS Helix Torque,34,0.7780780201274199
Motor de Popa Torqeedo Core Hydra Flux 162HP,73,Âncora Delta Force Barracuda Mako,148,0.7780780201274199
Rádio Furuno Zen Swift,14,Motor Diesel Yanmar Hydro Magnum Boost 267HP,59,0.7780780201274199
Transponder AIS Helix Torque,34,Cabo de Nylon Danforth Magnum Vox,150,0.7780780201274199
Motor de Popa Torqeedo Core Hydra Flux 162HP,73,Boia de Arqueamento Delta Nexus,145,0.7780780201274199
Motor de Popa Torqeedo Core Hydra Flux 162HP,73,Cabo de Nylon Delta Zen Vortex Storm,104,0.7780780201274199
Motor de Popa Torqeedo Core Hydra Flux 162HP,73,Motor de Popa Yamaha Thrust Marlin Nexus 182HP,90,0.7780780201274199
GPS AIS Zen,8,Rádio Furuno Zen Swift,14,0.7780780201274199
Transponder AIS Helix Torque,34,Motor Diesel Volvo Flow Oceanic 259HP,55,0.7780780201274199
Motor de Popa Tohatsu Boost Swift 126HP,96,Cabo de Nylon Danforth Evo Aqua Mako,109,0.7780780201274199
Motor de Popa Tohatsu Boost Swift 126HP,96,Cabo de Nylon Delta Velocity Oceanic Abyss,116,0.7780780201274199
Rádio Furuno Zen Swift,14,Âncora Danforth Vector Evo,142,0.7780780201274199
Motor de Popa Tohatsu Boost Swift 126HP,96,Âncora Danforth Vector Evo,142,0.7780780201274199
Motor Elétrico Yamaha Orca Storm Zenith 11HP,89,Boia de Arqueamento Delta Nexus,145,0.7780780201274199
Radar AIS Zen,7,Cabo de Nylon Delta Vortex,101,0.7780780201274199
Motor Elétrico Volvo Boost 225HP,87,Cabo de Nylon Bruce Core,149,0.7780780201274199
Motor de Popa Torqeedo Zenith Peak Thrust 212HP,84,Corrente Delta Vox Ion,146,0.7780780201274199
Motor Elétrico Volvo Nautic Vox 118HP,82,Motor de Popa Parsun Impulse 162HP,85,0.7780780201274199
Piloto Automático Furuno Storm,5,Boia de Arqueamento Danforth Core Vortex,131,0.7780780201274199
GPS AIS Zen,8,Boia de Arqueamento Delta Nexus,145,0.7780780201274199
Transponder Furuno Marlin,2,Âncora Danforth Vector Evo,142,0.7780780201274199
Motor Elétrico Volvo Nautic Vox 118HP,82,Âncora Danforth Impulse,137,0.7780780201274199
Motor de Popa Torqeedo Zenith Peak Thrust 212HP,84,Motor de Popa Yamaha Thrust Marlin Nexus 182HP,90,0.7780780201274199
Motor Diesel Honda Aero 205HP,76,Cabo de Nylon Delta Zen Vortex Storm,104,0.7780780201274199
Motor de Popa Torqeedo Zenith Peak Thrust 212HP,84,Âncora Bruce Core Pulse,133,0.7780780201274199
Motor de Popa Torqeedo Zenith Peak Thrust 212HP,84,Boia de Arqueamento Delta Nexus,145,0.7780780201274199
Piloto Automático Furuno Storm,5,Cabo de Nylon Danforth Evo Aqua Mako,109,0.7780780201274199
Sonda AIS Impulse Oceanic Zenith,32,Motor Diesel Volvo Flow Oceanic 259HP,55,0.7780780201274199
Piloto Automático Furuno Storm,5,Motor de Popa Torqeedo Zenith Peak Thrust 212HP,84,0.7780780201274199
Sonda Garmin Axis,16,Motor Diesel Honda Aero 205HP,76,0.7780780201274199
Transponder Furuno Marlin,2,Cabo de Nylon Delta Velocity Core Mako,127,0.7780780201274199
Motor Elétrico Volvo Boost 225HP,87,Cabo de Nylon Danforth Evo Aqua Mako,109,0.7780780201274199
Motor de Popa Parsun Impulse 162HP,85,Cabo de Nylon Danforth Magnum Vox,150,0.7780780201274199
Radar AIS Marlin,20,Transponder Furuno Force Ion,22,0.7777777777777779
Motor Elétrico Torqeedo Barracuda Magnum Helix 101HP,81,Motor de Popa Volvo Magnum 276HP,94,0.7777777777777779
Motor de Popa Volvo Magnum 276HP,94,Corrente Delta Boost,129,0.7777777777777779
Piloto Automático Furuno Torque Peak,23,Motor Diesel Tohatsu Zenith 60HP,79,0.7777777777777779
Transponder AIS Boost,30,Motor Elétrico Torqeedo Ion Orca Vox 186HP,63,0.7777777777777779
Motor de Popa Volvo Magnum 276HP,94,Âncora Delta Storm Vox,134,0.7777777777777779
Transponder AIS Boost,30,Motor de Popa Torqeedo Ultra Impulse 292HP,69,0.7777777777777779
Piloto Automático Furuno Torque Peak,23,Motor Elétrico Torqeedo Barracuda Magnum Helix 101HP,81,0.7777777777777779
Piloto Automático Furuno Torque Peak,23,Corrente Delta Boost,129,0.7777777777777779
Transponder AIS Boost,30,Motor de Popa Tohatsu Poseidon Helix Prime 135HP,66,0.7777777777777779
Piloto Automático Furuno Torque Peak,23,Motor Elétrico Torqeedo Ion Orca Vox 186HP,63,0.7777777777777779
Piloto Automático Furuno Torque Peak,23,Motor de Popa Tohatsu Poseidon Helix Prime 135HP,66,0.7777777777777779
Radar AIS Marlin,20,Âncora Delta Storm Vox,134,0.7777777777777779
Motor de Popa Volvo Magnum 276HP,94,Boia de Arqueamento Bruce Titan,108,0.7777777777777779
Transponder AIS Boost,30,Sonda AIS Magnum Boost,46,0.7777777777777779
Sonda AIS Magnum Boost,46,Motor Elétrico Torqeedo Ion Orca Vox 186HP,63,0.7777777777777779
Sonda AIS Magnum Boost,46,Motor de Popa Tohatsu Poseidon Helix Prime 135HP,66,0.7777777777777779
Sonda AIS Magnum Boost,46,Motor de Popa Yamaha Mako 108HP,67,0.7777777777777779
Transponder Furuno Force Ion,22,Cabo de Nylon Bruce Flux Hydro,136,0.7777777777777779
Radar AIS Marlin,20,Cabo de Nylon Bruce Flux Hydro,136,0.7777777777777779
Transponder Furuno Force Ion,22,GPS Furuno Vector,39,0.7777777777777779
GPS AIS Nautic Thrust,21,Sonda AIS Magnum Boost,46,0.7777777777777779
GPS AIS Drift Flux Vox,12,GPS Lowrance Evo Storm Drift,37,0.7777777777777779
Transponder Furuno Force Ion,22,Transponder AIS Boost,30,0.7777777777777779
GPS AIS Drift Flux Vox,12,Cabo de Nylon Danforth Kinetic,125,0.7777777777777779
GPS AIS Drift Flux Vox,12,GPS Furuno Vector,39,0.7777777777777779
GPS Furuno Vector,39,Corrente Delta Boost,129,0.7777777777777779
Boia de Arqueamento Bruce Titan,108,Boia de Arqueamento Danforth Aero Dash,111,0.7777777777777779
Rádio AIS Oceanic Pulse,17,Âncora Delta Storm Vox,134,0.7777777777777779
Motor de Popa Tohatsu Ion Core Nautic 53HP,58,Boia de Arqueamento Bruce Titan,108,0.7777777777777779
GPS Lowrance Evo Storm Drift,37,Motor de Popa Volvo Magnum 276HP,94,0.7777777777777779
Radar Furuno Pulse Leviathan,3,Transponder AIS Boost,30,0.7777777777777779
Cabo de Nylon Danforth Kinetic,125,Âncora Delta Storm Vox,134,0.7777777777777779
Radar Furuno Pulse Leviathan,3,Transponder AIS Titan Pulse,9,0.7777777777777779
Boia de Arqueamento Bruce Tidal Marlin,107,Boia de Arqueamento Danforth Tidal Zen Swift,114,0.7777777777777779
Motor de Popa Yamaha Mako 108HP,67,Boia de Arqueamento Bruce Titan,108,0.7777777777777779
Rádio AIS Oceanic Pulse,17,Boia de Arqueamento Bruce Titan,108,0.7777777777777779
Transponder AIS Titan Pulse,9,Boia de Arqueamento Bruce Titan,108,0.7777777777777779
